kind,phase,ordinal,symbol,atMs,durationMs,success,candles,error
sustain,sustain,0,FARTCOIN,93626,258,True,11,""
sustain,sustain,0,NEAR,93619,266,True,11,""
sustain,sustain,0,LIT,93652,251,True,11,""
sustain,sustain,0,LIT,93718,250,True,11,""
sustain,sustain,0,LIT,93739,269,True,11,""
sustain,sustain,0,NEAR,93803,254,True,11,""
sustain,sustain,0,NEAR,93838,273,True,11,""
sustain,sustain,0,LIT,93885,292,True,11,""
sustain,sustain,0,NEAR,93884,300,True,11,""
sustain,sustain,0,XPL,93904,287,True,11,""
sustain,sustain,0,XPL,93884,326,True,11,""
sustain,sustain,0,XPL,93968,281,True,11,""
sustain,sustain,0,XPL,94008,262,True,11,""
sustain,sustain,0,LIT,94057,254,True,11,""
sustain,sustain,0,LIT,94112,269,True,11,""
sustain,sustain,0,LIT,94184,271,True,11,""
sustain,sustain,0,XPL,94178,282,True,11,""
sustain,sustain,0,SUI,94191,306,True,11,""
sustain,sustain,0,SUI,94211,288,True,11,""
sustain,sustain,0,SUI,94271,281,True,11,""
sustain,sustain,0,SUI,94250,302,True,11,""
sustain,sustain,0,XPL,94312,271,True,11,""
sustain,sustain,0,XPL,94381,249,True,11,""
sustain,sustain,0,XPL,94455,258,True,11,""
sustain,sustain,0,SUI,94460,254,True,11,""
sustain,sustain,0,TAO,94498,265,True,11,""
sustain,sustain,0,TAO,94499,268,True,11,""
sustain,sustain,0,TAO,94552,245,True,11,""
sustain,sustain,0,TAO,94553,250,True,11,""
sustain,sustain,0,SUI,94583,250,True,11,""
sustain,sustain,0,SUI,94631,243,True,11,""
probe,sustain,,allMids,94691,246,True,,""
sustain,sustain,0,TAO,94715,245,True,11,""
sustain,sustain,0,SUI,94714,250,True,11,""
sustain,sustain,0,BNB,94768,254,True,11,""
sustain,sustain,0,BNB,94764,258,True,11,""
sustain,sustain,0,BNB,94798,249,True,11,""
sustain,sustain,0,BNB,94804,259,True,11,""
sustain,sustain,0,TAO,94833,248,True,11,""
sustain,sustain,0,TAO,94874,297,True,11,""
sustain,sustain,0,BNB,94960,258,True,11,""
sustain,sustain,0,TAO,94965,253,True,11,""
sustain,sustain,0,LINK,95022,286,True,10,""
sustain,sustain,0,LINK,95023,291,True,10,""
sustain,sustain,0,LINK,95048,304,True,10,""
sustain,sustain,0,BNB,95082,270,True,11,""
sustain,sustain,0,LINK,95063,309,True,10,""
sustain,sustain,0,BNB,95172,252,True,11,""
sustain,sustain,0,BNB,95218,245,True,11,""
sustain,sustain,0,LINK,95218,250,True,10,""
sustain,sustain,0,kPEPE,95314,286,True,11,""
sustain,sustain,0,kPEPE,95309,292,True,11,""
sustain,sustain,0,kPEPE,95352,258,True,11,""
sustain,sustain,0,LINK,95353,264,True,10,""
sustain,sustain,0,kPEPE,95373,251,True,11,""
sustain,sustain,0,LINK,95424,240,True,10,""
sustain,sustain,0,LINK,95464,257,True,10,""
sustain,sustain,0,kPEPE,95469,253,True,11,""
sustain,sustain,0,AVAX,95601,247,True,10,""
sustain,sustain,0,AVAX,95601,253,True,10,""
sustain,sustain,0,AVAX,95610,258,True,10,""
sustain,sustain,0,kPEPE,95617,255,True,11,""
sustain,sustain,0,AVAX,95624,260,False,0,"[ServerRateLimitError.RateLimitRequest] Server rate limit exceeded"
sustain,sustain,0,kPEPE,95665,234,False,0,"[ServerRateLimitError.RateLimitRequest] Server rate limit exceeded"
sustain,sustain,0,kPEPE,95721,252,True,11,""
sustain,sustain,0,AVAX,95723,254,True,10,""
sustain,sustain,0,SKR,95848,233,False,0,"[ServerRateLimitError.RateLimitRequest] Server rate limit exceeded"
sustain,sustain,0,SKR,95854,236,False,0,"[ServerRateLimitError.RateLimitRequest] Server rate limit exceeded"
sustain,sustain,0,SKR,95868,244,False,0,"[ServerRateLimitError.RateLimitRequest] Server rate limit exceeded"
sustain,sustain,0,AVAX,95873,263,False,0,"[ServerRateLimitError.RateLimitRequest] Server rate limit exceeded"
sustain,sustain,0,SKR,95885,265,False,0,"[ServerRateLimitError.RateLimitRequest] Server rate limit exceeded"
sustain,sustain,0,AVAX,95899,251,False,0,"[ServerRateLimitError.RateLimitRequest] Server rate limit exceeded"
probe,sustain,,allMids,95950,232,False,,"[ServerRateLimitError.RateLimitRequest] Server rate limit exceeded"
sustain,sustain,0,AVAX,95974,243,True,10,""
sustain,sustain,0,SKR,95977,250,True,11,""
sustain,sustain,0,DOGE,96082,235,False,0,"[ServerRateLimitError.RateLimitRequest] Server rate limit exceeded"
sustain,sustain,0,DOGE,96090,240,False,0,"[ServerRateLimitError.RateLimitRequest] Server rate limit exceeded"
sustain,sustain,0,DOGE,96113,239,False,0,"[ServerRateLimitError.RateLimitRequest] Server rate limit exceeded"
sustain,sustain,0,SKR,96136,245,True,11,""
